 ISTEP , IPRSTP ,NBNTOT, TIME ,ARRAY(002),ARRAY(003),ARRAY(004),
0,0,4, 0.00000000E+000, 0.17721399E+005, 0.45150000E+004, 0.78340451E+003,
1,1,4, 0.31250000E-001, 0.17720938E+005, 0.45151648E+004, 0.78340451E+003,
1,2,4, 0.60546875E-001, 0.17719887E+005, 0.45153253E+004, 0.78340451E+003,
1,3,4, 0.88012695E-001, 0.17718487E+005, 0.45154721E+004, 0.78340451E+003,
1,4,4, 0.11017409E+000, 0.17717330E+005, 0.45155883E+004, 0.78340451E+003,
1,5,4, 0.13627077E+000, 0.17716402E+005, 0.45157233E+004, 0.78340451E+003,
1,6,4, 0.17832058E+000, 0.17716400E+005, 0.45159353E+004, 0.78340451E+003,
1,7,4, 0.32627651E+000, 0.17718989E+005, 0.45166105E+004, 0.78340451E+003,
1,8,4, 0.50000000E+000, 0.17719128E+005, 0.45172975E+004, 0.78340451E+003,
2,9,4, 0.10000000E+001, 0.17716924E+005, 0.45188460E+004, 0.78340451E+003,
3,10,4, 0.15000000E+001, 0.17714522E+005, 0.45201802E+004, 0.78340452E+003,
4,11,4, 0.20000000E+001, 0.17712205E+005, 0.45213406E+004, 0.78340455E+003,
5,12,4, 0.25000000E+001, 0.17710298E+005, 0.45222803E+004, 0.78340463E+003,
6,13,4, 0.30000000E+001, 0.17708758E+005, 0.45230075E+004, 0.78340478E+003,
7,14,4, 0.35000000E+001, 0.17707539E+005, 0.45235817E+004, 0.78340501E+003,
8,15,4, 0.40000000E+001, 0.17706582E+005, 0.45240489E+004, 0.78340531E+003,
9,16,4, 0.45000000E+001, 0.17705832E+005, 0.45244272E+004, 0.78340570E+003,
10,17,4, 0.50000000E+001, 0.17705248E+005, 0.45247257E+004, 0.78340615E+003,
11,18,4, 0.55000000E+001, 0.17704794E+005, 0.45249577E+004, 0.78340667E+003,
12,19,4, 0.60000000E+001, 0.17704444E+005, 0.45251381E+004, 0.78340724E+003,
13,20,4, 0.65000000E+001, 0.17704176E+005, 0.45252786E+004, 0.78340784E+003,
14,21,4, 0.70000000E+001, 0.17703974E+005, 0.45253882E+004, 0.78340848E+003,
15,22,4, 0.75000000E+001, 0.17703824E+005, 0.45254742E+004, 0.78340914E+003,
16,23,4, 0.80000000E+001, 0.17703715E+005, 0.45255432E+004, 0.78340982E+003,
17,24,4, 0.85000000E+001, 0.17703640E+005, 0.45256006E+004, 0.78341049E+003,
18,25,4, 0.90000000E+001, 0.17703591E+005, 0.45256502E+004, 0.78341116E+003,
19,26,4, 0.95000000E+001, 0.17703563E+005, 0.45256945E+004, 0.78341182E+003,
20,27,4, 0.10000000E+002, 0.17703551E+005, 0.45257351E+004, 0.78341247E+003,
21,28,4, 0.10500000E+002, 0.17703553E+005, 0.45257728E+004, 0.78341309E+003,
22,29,4, 0.11000000E+002, 0.17700781E+005, 0.45094365E+004, 0.78341369E+003,
23,30,4, 0.11091317E+002, 0.17666019E+005, 0.44407721E+004, 0.78341380E+003,
23,31,4, 0.11152717E+002, 0.17631149E+005, 0.43992955E+004, 0.78341387E+003,
23,32,4, 0.11216989E+002, 0.17593044E+005, 0.43535454E+004, 0.78341394E+003,
23,33,4, 0.11295977E+002, 0.17545116E+005, 0.42972356E+004, 0.78341403E+003,
23,34,4, 0.11390532E+002, 0.17487454E+005, 0.42332644E+004, 0.78341413E+003,
23,35,4, 0.11500000E+002, 0.17421209E+005, 0.41659485E+004, 0.78341425E+003,
24,36,4, 0.11636866E+002, 0.17339255E+005, 0.40920759E+004, 0.78341440E+003,
24,37,4, 0.11801731E+002, 0.17241650E+005, 0.40142908E+004, 0.78341471E+003,
24,38,4, 0.12000000E+002, 0.17125836E+005, 0.39276635E+004, 0.78341528E+003,
25,39,4, 0.12273017E+002, 0.16969298E+005, 0.38049052E+004, 0.78341619E+003,
25,40,4, 0.12500000E+002, 0.16840966E+005, 0.36962992E+004, 0.78341776E+003,
26,41,4, 0.13000000E+002, 0.16567153E+005, 0.34633308E+004, 0.78342343E+003,
27,42,4, 0.13500000E+002, 0.16301637E+005, 0.32659598E+004, 0.78343320E+003,
28,43,4, 0.14000000E+002, 0.16046619E+005, 0.31036640E+004, 0.78345062E+003,
29,44,4, 0.14500000E+002, 0.15799419E+005, 0.29595138E+004, 0.78347661E+003,
30,45,4, 0.15000000E+002, 0.15560418E+005, 0.28251833E+004, 0.78351184E+003,
31,46,4, 0.15500000E+002, 0.15328832E+005, 0.27021311E+004, 0.78355677E+003,
32,47,4, 0.16000000E+002, 0.15104208E+005, 0.25921224E+004, 0.78361174E+003,
33,48,4, 0.16500000E+002, 0.14886358E+005, 0.24935000E+004, 0.78367698E+003,
